"EID","ProjectID","BiddingDate","SameProvince"
"535456790","4968180","2015-01","1"
"841478302","5406565","2015-06","0"
"841478302","5135453","2015-03","1"
"841478302","4471207","2014-08","1"
"15727867","4392747","2014-07","1"
"632228400","3164598","2013-11","0"
"632228400","3198041","2013-12","0"
"632228400","5625537","2015-07","0"
"632228400","5675787","2015-08","0"
"632228400","5144153","2015-03","0"
"632228400","5555806","2015-07","0"
"1051390791","2984854","2013-09","1"
"1132045579","5105342","2015-03","0"
"1132045579","4743234","2014-11","1"
"1132045579","4325351","2014-07","0"
"1132045579","4881658","2014-12","0"
"1132045579","5684400","2015-08","1"
"1173106897","4087131","2014-04","0"
"410429429","4595380","2014-09","0"
"277670593","4865507","2014-12","0"
"277670593","4756620","2014-11","0"
"514343948","3136328","2013-11","1"
"1057322923","3145652","2013-11","0"
"1057322923","4952285","2015-01","0"
"1057322923","4783477","2014-11","0"
"1057322923","3970084","2014-01","0"
"1057322923","4783771","2014-11","0"
"1057322923","4282537","2014-06","0"
"1057322923","4451773","2014-08","0"
"1057322923","4673009","2014-10","0"
"973799475","5520343","2015-07","1"
"1206764549","3037346","2013-10","1"
"1206764549","4861752","2014-12","1"
"1206764549","4502988","2014-09","1"
"1206764549","3992040","2014-01","1"
"1206764549","5787820","2015-08","1"
"388993745","3979843","2014-01","1"
"388993745","4743031","2014-11","1"
"388993745","5375050","2015-06","0"
"388993745","5010377","2015-02","1"
"388993745","4991740","2015-02","1"
"288709268","5584026","2015-07","1"
"674603388","4048745","2014-03","0"
"555782276","4474719","2014-08","1"
"555782276","5456352","2015-06","1"
"555782276","3986282","2014-01","1"
"1074623694","3156327","2013-11","0"
"132158869","3218634","2013-12","1"
"132158869","4695688","2014-11","1"
"689086580","4929398","2015-01","1"
"689086580","4026019","2014-02","1"
"1378089143","5639035","2015-07","1"
"1378089143","4310548","2014-07","1"
"1378089143","4654942","2014-10","0"
"1378089143","4264520","2014-06","1"
"1378089143","4416787","2014-08","1"
"1378089143","4141822","2014-05","1"
"1378089143","4246211","2014-06","1"
"1378089143","4284774","2014-06","0"
"1378089143","5285093","2015-05","1"
"1046960007","3061482","2013-10","0"
"1046960007","4692419","2014-11","0"
"1046960007","4167340","2014-05","0"
"1046960007","5033856","2015-03","0"
"1420091169","4868429","2014-12","0"
"1420091169","4867787","2014-12","1"
"1420091169","4093652","2014-04","1"
"485616272","4490118","2014-08","1"
"485616272","4594138","2014-09","1"
"485616272","5029276","2015-02","1"
"998691483","4068639","2014-03","1"
"998691483","4048876","2014-03","1"
"998691483","5270269","2015-05","0"
"998691483","4651966","2014-10","1"
"998691483","4751712","2014-11","1"
"998691483","5530099","2015-07","1"
"998691483","4311468","2014-07","1"
"998691483","4988309","2015-02","1"
"998691483","4115616","2014-04","1"
"998691483","4984661","2015-02","1"
"1079607825","4055854","2014-03","1"
"1079607825","4011549","2014-02","1"
"1079607825","4754208","2014-11","0"
"1079607825","4330581","2014-07","1"
"1079607825","4078261","2014-04","1"
"273688429","5224410","2015-04","1"
"786072539","3150204","2013-11","0"
"786072539","3148844","2013-11","0"
"786072539","4349535","2014-07","0"
"786072539","3986017","2014-01","0"
"786072539","5154502","2015-04","1"
"786072539","5382074","2015-06","0"
"1297488065","3186719","2013-12","1"
"861465065","5777404","2015-08","0"
"263885319","4272767","2014-06","0"
"263885319","4123049","2014-04","0"
"189985281","3073691","2013-10","0"
"189985281","5016078","2015-02","0"
"117310172","3992742","2014-01","0"
"679423298","4438722","2014-08","1"
"679423298","4195591","2014-05","1"
"679423298","4438713","2014-08","1"
"262677670","2994811","2013-09","1"
"295600824","2993442","2013-09","0"
"295600824","2993337","2013-09","0"
"295600824","2993689","2013-09","0"
"837419353","4866454","2014-12","1"
"837419353","5338885","2015-05","1"
"151888085","4386673","2014-07","0"
"151888085","5384818","2015-06","0"
"86587402","5231066","2015-04","1"
"933807971","5259256","2015-05","0"
"933807971","4325140","2014-07","0"
"933807971","5264030","2015-05","0"
"933807971","5419952","2015-06","0"
"933807971","4975951","2015-01","0"
"491244542","4611678","2014-10","1"
"491244542","4450182","2014-08","1"
"491244542","4178429","2014-05","1"
"491244542","5457252","2015-06","1"
"491244542","5198276","2015-04","1"
"491244542","4691298","2014-11","1"
"491244542","4321347","2014-07","1"
"491244542","4357464","2014-07","0"
"425546587","5353602","2015-05","1"
"1016562004","3031041","2013-09","0"
"1016562004","5410203","2015-06","0"
"1016562004","4743856","2014-11","0"
"1016562004","5044002","2015-03","0"
"1016562004","4747449","2014-11","0"
"1016562004","5535293","2015-07","1"
"124054546","3026968","2013-09","0"
"124054546","2976537","2013-09","1"
"124054546","3200184","2013-12","0"
"124054546","3136204","2013-11","0"
"124054546","3120688","2013-11","1"
"124054546","3209008","2013-12","0"
"124054546","3209060","2013-12","1"
"124054546","3167171","2013-11","1"
"124054546","2987902","2013-09","1"
"124054546","3045960","2013-10","1"
"124054546","3197533","2013-12","1"
"124054546","3217725","2013-12","1"
"124054546","3121374","2013-11","1"
"124054546","3101352","2013-11","0"
"124054546","3112815","2013-11","1"
"124054546","3210236","2013-12","0"
"124054546","3184111","2013-12","0"
"124054546","3228048","2013-12","1"
"124054546","3141322","2013-11","1"
"124054546","3162777","2013-11","1"
"124054546","3163012","2013-11","0"
"124054546","3054281","2013-10","1"
"124054546","3129342","2013-11","1"
"124054546","3218159","2013-12","0"
"124054546","3197524","2013-12","1"
"124054546","3111638","2013-11","0"
"124054546","3023188","2013-09","0"
"124054546","3182699","2013-12","0"
"124054546","3187728","2013-12","0"
"124054546","3111640","2013-11","0"
"124054546","3138772","2013-11","0"
"124054546","3244600","2013-12","0"
"124054546","3227660","2013-12","0"
"124054546","3228091","2013-12","1"
"124054546","3164653","2013-11","1"
"124054546","3217719","2013-12","1"
"124054546","3091654","2013-10","1"
"124054546","2996920","2013-09","1"
"124054546","2980922","2013-09","0"
"124054546","3043413","2013-10","1"
"124054546","3110058","2013-11","0"
"124054546","3121547","2013-11","0"
"124054546","3242568","2013-12","0"
"124054546","2988654","2013-09","1"
"124054546","3085557","2013-10","1"
"124054546","3140568","2013-11","0"
"124054546","3184172","2013-12","0"
"124054546","3054523","2013-10","1"
"124054546","3059032","2013-10","1"
"124054546","3217476","2013-12","0"
"124054546","3210032","2013-12","1"
"124054546","3066348","2013-10","0"
"124054546","3101524","2013-11","1"
"124054546","3217828","2013-12","0"
"124054546","3210079","2013-12","0"
"124054546","3026613","2013-09","1"
"124054546","3171656","2013-11","1"
"124054546","3171557","2013-11","1"
"124054546","3062387","2013-10","1"
"124054546","3055236","2013-10","1"
"124054546","3217498","2013-12","1"
"124054546","2994060","2013-09","0"
"124054546","3163450","2013-11","1"
"124054546","3114948","2013-11","0"
"124054546","3118697","2013-11","0"
"124054546","3076739","2013-10","0"
"124054546","3173280","2013-12","0"
"124054546","3079040","2013-10","0"
"124054546","3075437","2013-10","0"
"124054546","3168327","2013-11","1"
"124054546","3240266","2013-12","1"
"124054546","3101540","2013-11","1"
"124054546","3104596","2013-11","0"
"124054546","3076727","2013-10","1"
"124054546","3224444","2013-12","0"
"124054546","3117157","2013-11","0"
"124054546","3163993","2013-11","1"
"124054546","3165160","2013-11","1"
"124054546","3101472","2013-11","0"
"124054546","3184281","2013-12","1"
"124054546","3188073","2013-12","1"
"124054546","3168330","2013-11","1"
"124054546","3024580","2013-09","1"
"124054546","3164589","2013-11","1"
"124054546","3100471","2013-11","1"
"124054546","3101258","2013-11","0"
"124054546","3167096","2013-11","0"
"124054546","3170982","2013-11","0"
"124054546","3082346","2013-10","1"
"124054546","3136148","2013-11","0"
"124054546","2977246","2013-09","1"
"124054546","3183061","2013-12","1"
"124054546","3121535","2013-11","1"
"124054546","3194214","2013-12","0"
"124054546","3164587","2013-11","1"
"124054546","3057219","2013-10","1"
"124054546","3133186","2013-11","1"
"124054546","2974613","2013-09","1"
"124054546","3210154","2013-12","0"
"124054546","2982906","2013-09","0"
"124054546","3082962","2013-10","1"
"124054546","3088878","2013-10","1"
"124054546","3244742","2013-12","1"
"124054546","3073332","2013-10","0"
"124054546","3241737","2013-12","1"
"124054546","3035317","2013-10","1"
"124054546","3058289","2013-10","1"
"124054546","2970907","2013-09","1"
"124054546","3167168","2013-11","1"
"124054546","3107274","2013-11","0"
"124054546","3026540","2013-09","0"
"124054546","3228028","2013-12","1"
"124054546","3125537","2013-11","0"
"124054546","3189232","2013-12","0"
"124054546","3132948","2013-11","0"
"124054546","3037063","2013-10","1"
"124054546","2983582","2013-09","0"
"124054546","3064205","2013-10","0"
"124054546","3023356","2013-09","1"
"124054546","3106571","2013-11","1"
"124054546","3163815","2013-11","1"
"124054546","3164563","2013-11","1"
"124054546","3184351","2013-12","1"
"124054546","3182848","2013-12","1"
"124054546","3171905","2013-11","0"
"124054546","3057233","2013-10","0"
"124054546","3001387","2013-09","0"
"124054546","3023623","2013-09","0"
"124054546","3084425","2013-10","1"
"124054546","3164184","2013-11","0"
"124054546","3118568","2013-11","1"
"124054546","3075419","2013-10","0"
"124054546","3117260","2013-11","0"
"124054546","3110081","2013-11","0"
"124054546","3101236","2013-11","1"
"124054546","3199257","2013-12","0"
"124054546","3122211","2013-11","1"
"124054546","3082143","2013-10","1"
"124054546","3173396","2013-12","1"
"124054546","3046136","2013-10","1"
"124054546","3171994","2013-11","0"
"124054546","3227724","2013-12","1"
"124054546","3131156","2013-11","0"
"124054546","3065539","2013-10","1"
"124054546","3132947","2013-11","0"
"124054546","3125321","2013-11","1"
"124054546","2972261","2013-09","0"
"124054546","3183871","2013-12","0"
"124054546","3168325","2013-11","1"
"124054546","3240169","2013-12","0"
"124054546","3104112","2013-11","1"
"124054546","3163723","2013-11","0"
"124054546","3164180","2013-11","1"
"124054546","3085976","2013-10","1"
"124054546","3036326","2013-10","1"
"124054546","3182966","2013-12","0"
"124054546","3069176","2013-10","0"
"124054546","3187692","2013-12","0"
"124054546","3209111","2013-12","0"
"124054546","3018729","2013-09","1"
"124054546","3197071","2013-12","1"
"124054546","3183891","2013-12","0"
