"EID","DishonestID","RegDate","CloseDate"
"1028141509","1795196","2015年06月",""
"1297653921","61506873","2015年07月",""
"1297653921","1943756","2015年07月",""
"268561091","64411166","2014年11月",""
"268561091","756817","2014年11月",""
"1027944905","105209008","2015年08月",""
"1027944905","2273590","2015年08月",""
"134526839","101217633","2015年05月",""
"134526839","1603822","2015年05月",""
"868144800","88839661","2015年01月",""
"868144800","1037173","2015年01月",""
"1318286885","101579231","2015年07月",""
"1318286885","71074797","2015年07月",""
"1318286885","599018","2015年07月",""
"1318286885","2054774","2015年07月",""
"1054366111","93383433","2015年01月",""
"1054366111","93382920","2015年01月",""
"1054366111","93383312","2015年01月",""
"1054366111","1120668","2015年01月",""
"1054366111","1120048","2015年01月",""
"1054366111","1120124","2015年01月",""
"631486318","66643150","2013年10月",""
"631486318","26849","2013年10月",""
"631289708","31450","2013年10月",""
"371578520","76735352","2014年07月",""
"371578520","182544","2014年07月",""
"1047540170","96748034","2015年08月",""
"1047540170","1608035","2015年08月",""
"25182934","60031939","2014年10月",""
"25182934","60015435","2013年10月",""
"25182934","60279872","2013年10月",""
"25182934","66230354","2013年10月",""
"25182934","68252221","2015年03月",""
"25182934","1236252","2015年03月",""
"25182934","30535","2013年10月",""
"25182934","30489","2013年10月",""
"25182934","30522","2013年10月",""
"25182934","582387","2014年10月",""
"1235102046","79355918","2014年11月",""
"1235102046","621276","2014年11月",""
"1188572177","87349589","2015年07月",""
"1188572177","2055429","2015年07月",""
"1205647214","297020","2014年08月",""
"1156360351","104049998","2015年07月",""
"1156360351","1993122","2015年07月",""
"1156294816","102706364","2015年06月",""
"1156294816","1805202","2015年06月",""
"653273546","105399232","2015年08月",""
"653273546","2190455","2015年08月",""
"672541124","151774","2014年05月",""
"1318785797","100889137","2015年07月",""
"1318785797","1931014","2015年07月",""
"1006747506","95328676","2015年08月",""
"1006747506","82468888","2015年01月",""
"1006747506","2162690","2015年08月",""
"1006747506","962512","2015年01月",""
"1223289810","538385","2014年10月","2015-07"
"229589439","82311905","2014年09月",""
"229589439","75394009","2014年09月",""
"229589439","82312289","2014年09月",""
"229589439","562101","2014年09月",""
"229589439","562099","2014年09月",""
"229589439","571075","2014年09月",""
"249119166","43779","2014年01月",""
"1411721970","100536916","2015年05月",""
"1411721970","1518929","2015年05月",""
"687991775","86125588","2014年10月",""
"687991775","623291","2014年10月",""
"1156968065","101010763","2015年05月",""
"1156968065","1586584","2015年05月",""
"41026205","97340983","2015年03月",""
"41026205","100291477","2015年04月",""
"41026205","1473685","2015年04月",""
"41026205","1224075","2015年03月",""
"144932377","101830087","2015年08月",""
"144932377","2276102","2015年08月",""
"144932377","1445460","2015年04月",""
"80672101","1666876","2015年05月",""
"483825557","1388991","2015年04月",""
"950244863","97896024","2015年05月",""
"950244863","1649210","2015年05月",""
"143544746","96673770","2015年04月",""
"143544746","1419751","2015年04月",""
"1063056337","100814398","2015年05月",""
"1063056337","1535023","2015年05月",""
"640635301","226484","2014年07月",""
"937055125","2209691","2015年08月",""
"147823263","67435076","2015年06月",""
"147823263","1744964","2015年06月",""
"498421402","101815358","2015年06月",""
"498421402","1838306","2015年06月",""
"1048132811","101218688","2015年05月",""
"1048132811","1604326","2015年05月",""
"1048263884","61509558","2015年07月",""
"1048263884","1691483","2015年07月",""
"114994286","96769629","2015年04月",""
"114994286","1419180","2015年04月",""
"114994286","1418359","2015年04月",""
"401560466","87608235","2014年11月",""
"401560466","87608238","2014年11月",""
"401560466","87608268","2014年11月",""
"401560466","87608258","2014年11月",""
"401560466","87608243","2014年11月",""
"401560466","89755860","2014年11月",""
"401560466","731151","2014年11月",""
"401560466","727409","2014年11月",""
"401560466","730995","2014年11月",""
"401560466","731115","2014年11月",""
"401560466","731051","2014年11月",""
"401560466","731537","2014年11月",""
"1164326867","91284872","2015年01月",""
"1164326867","1045090","2015年01月",""
"31309964","94175753","2015年07月",""
"31309964","74727223","2014年02月",""
"31309964","74727220","2014年02月",""
"31309964","2070151","2015年07月",""
"31309964","92838","2014年02月",""
"31309964","92842","2014年02月",""
"387671395","98671545","2015年04月",""
"387671395","1389862","2015年04月",""
"31244431","96755132","2015年04月",""
"31244431","1426050","2015年04月",""
"531709129","1821254","2015年06月",""
"1291486160","1701738","2015年06月",""
"484851580","98216408","2015年03月",""
"484851580","98216408","2015年03月",""
"484851580","1289108","2015年03月",""
"512703689","92816485","2014年12月",""
"512703689","885701","2014年12月",""
"1053904529","88380521","2014年11月",""
"1053904529","82138302","2014年11月",""
"1053904529","652410","2014年11月","2015-07"
"1053904529","652960","2014年11月",""
"1053904529","651985","2014年11月",""
"394840801","96765645","2015年04月",""
"394840801","1434579","2015年04月",""
"1219205791","100553629","2015年05月",""
"1219205791","90211158","2015年07月",""
"1219205791","2131467","2015年07月",""
"1219205791","1560863","2015年05月",""
"1153578282","98329267","2015年08月",""
"1153578282","2315426","2015年08月",""
"1153447199","76563941","2014年06月",""
"1153447199","174398","2014年06月",""
"817442095","2308731","2015年08月",""
"409814216","1789408","2015年06月",""
"409814216","571064","2014年09月","2015-07"
"753116269","87085850","2014年09月",""
"753116269","558410","2014年09月",""
"283550143","96477664","2015年02月",""
"283550143","101588407","2015年06月",""
"283550143","1738333","2015年06月",""
"283550143","1166027","2015年02月",""
"142952094","1209687","2015年03月",""
"1305882584","1591949","2015年05月","2015-07"
"1019519647","96137548","2015年03月",""
"1019519647","1231322","2015年03月",""
"1440403496","69125532","2014年01月",""
"1440403496","1969142","2015年07月",""
"1440403496","55753","2014年01月",""
"793962230","74320664","2014年10月",""
"793962230","586663","2014年10月",""
"794027767","84032424","2015年05月",""
"794027767","1611906","2015年05月",""
"318331788","85335542","2014年08月",""
"318331788","412862","2014年08月",""
"318266252","2091942","2015年08月",""
"1295002916","98552475","2015年08月",""
"1295002916","98552440","2015年08月",""
"1295002916","2162012","2015年08月",""
"1295002916","2161985","2015年08月",""
"248089363","99441021","2015年06月",""
"248089363","77753752","2015年02月",""
"248089363","95679306","2015年06月",""
"248089363","95679357","2015年06月",""
"248089363","76776387","2015年02月",""
"248089363","1876899","2015年06月",""
"248089363","1876891","2015年06月",""
"248089363","1876955","2015年06月",""
"248089363","1170435","2015年02月",""
"248089363","1170440","2015年02月",""
"925523491","104504099","2015年07月",""
"925523491","104504099","2015年07月",""
"925523491","2116971","2015年07月",""
"933417759","95454787","2015年04月",""
"933417759","1526266","2015年04月",""
"898087792","74375038","2015年07月",""
"898087792","2067865","2015年07月",""
"613047811","2102458","2015年07月",""
"1294050567","90391755","2014年11月",""
"1294050567","99379634","2015年03月",""
"1294050567","1385810","2015年03月",""
"1294050567","768823","2014年11月",""
"1426182036","67267565","2013年10月",""
"1426182036","31042","2013年10月",""
"1422613268","96617752","2015年02月",""
"1422613268","1195794","2015年02月",""
"1407969570","96235541","2015年08月",""
"1407969570","2221011","2015年08月",""
"1430507342","103811550","2015年07月",""
"1430507342","1945245","2015年07月",""
"1296213325","66763535","2013年10月",""
"1296213325","27663","2013年10月",""
"248166532","99684720","2015年04月",""
"248166532","100429408","2015年05月",""
"248166532","87430127","2014年12月",""
"248166532","1593936","2015年05月",""
"248166532","1477736","2015年04月",""
"248166532","915998","2014年12月",""
"248166532","898805","2014年12月",""
"1390774698","97949773","2015年03月",""
"1390774698","1351213","2015年03月",""
"1003332061","103354211","2015年07月",""
"1003332061","2085141","2015年07月",""
"1028527639","96569498","2015年08月",""
"1028527639","1607366","2015年08月",""
"134271775","87404096","2014年09月",""
"134271775","87404101","2014年09月",""
"134271775","557342","2014年09月",""
"134271775","557337","2014年09月",""
"538885178","96604437","2015年02月",""
"538885178","1185236","2015年02月",""
"494255162","96978915","2015年02月",""
"494255162","1197583","2015年02月",""
"549775620","82511633","2014年08月",""
"549775620","263125","2014年08月",""
"1408702037","1402888","2015年04月",""
"1408702037","1402885","2015年04月",""
"631885646","96137365","2015年03月",""
"631885646","103130502","2015年07月",""
"631885646","1950515","2015年07月",""
"631885646","1231335","2015年03月",""
"278312863","96686838","2015年02月",""
"278312863","1183906","2015年02月",""
"882323863","91359595","2015年01月",""
"882323863","811140","2015年01月",""
"1018547817","99918514","2015年05月",""
"1018547817","1556109","2015年05月",""
"577968261","1682742","2015年05月",""
"1271892755","98787286","2015年05月",""
"1271892755","1691654","2015年05月",""
"1254513950","95082007","2015年08月",""
"1254513950","2302985","2015年08月",""
"1297165467","83214527","2014年09月",""
"1297165467","520850","2014年09月",""
"875173329","105861637","2015年08月",""
"875173329","105853128","2015年08月",""
"875173329","2234432","2015年08月",""
"875173329","2234557","2015年08月",""
"107503107","1684772","2015年06月",""
"525354031","76727871","2015年02月",""
"525354031","1179102","2015年02月",""
"882418176","60386076","2015年05月",""
"882418176","1620494","2015年05月",""
"914072064","174323","2014年06月",""
"876502364","75443364","2014年11月",""
"876502364","727491","2014年11月",""
"1446934005","75443289","2015年05月",""
"1446934005","1507644","2015年05月",""
"484942037","101016935","2015年06月",""
"484942037","1913350","2015年06月",""
"484942037","1731797","2015年06月",""
"1058031810","100560079","2015年07月",""
"1058031810","97143475","2015年03月",""
"1058031810","100560083","2015年07月",""
"1058031810","102492118","2015年07月",""
"1058031810","100560063","2015年07月",""
"1058031810","1952780","2015年07月",""
"1058031810","1952788","2015年07月",""
"1058031810","1952764","2015年07月",""
"1058031810","1952797","2015年07月",""
"1058031810","1309860","2015年03月",""
"1013502654","100540915","2015年04月",""
"1013502654","87918868","2014年11月",""
"1013502654","100540693","2015年04月",""
"1013502654","1510872","2015年04月",""
"1013502654","1510880","2015年04月",""
"1013502654","630088","2014年11月",""
"1298547724","67231277","2013年10月",""
"1298547724","67231046","2013年10月",""
"1298547724","67230387","2013年10月",""
"1298547724","67231575","2013年10月",""
"1298547724","700409975","2013年10月",""
"1298547724","30545","2013年10月",""
"1298547724","30517","2013年10月",""
"1298547724","30551","2013年10月",""
"1298547724","30553","2013年10月",""
"287154914","103478068","2015年06月",""
"287154914","1906609","2015年06月",""
"1092133672","101939716","2015年06月",""
"1092133672","101940428","2015年06月",""
"1092133672","1700157","2015年06月",""
"1092133672","1700262","2015年06月",""
"1439063754","101678416","2015年07月",""
"1439063754","2065618","2015年07月",""
"1286251105","76141","2014年01月",""
"1286251105","76147","2014年01月",""
"1438229767","95710419","2015年08月",""
"1438229767","2317000","2015年08月",""
"526551862","87427875","2014年11月",""
"526551862","680500","2014年11月",""
"237937997","72178577","2014年01月",""
"237937997","61969","2014年01月",""
"1444795105","1181679","2015年02月","2015-07"
"1391437133","41111167","2014年10月",""
"1391437133","613535","2014年10月",""
"1391437133","137597","2014年05月",""
"1461340028","68632440","2014年04月",""
"1461340028","105077456","2015年08月",""
"1461340028","93325596","2015年07月",""
"1461340028","102699493","2015年06月",""
"1461340028","2276177","2015年08月",""
"1461340028","2106946","2015年07月",""
"1461340028","1802858","2015年06月",""
"1461340028","122715","2014年04月",""
"373304545","72757230","2014年01月",""
"373304545","64221","2014年01月",""
"816930409","81949562","2015年03月",""
"816930409","1230120","2015年03月",""
"795946139","95978020","2015年04月",""
"795946139","95978015","2015年04月",""
"795946139","97875379","2015年04月",""
"795946139","1447370","2015年04月",""
"795946139","1447377","2015年04月",""
"795946139","1447361","2015年04月",""
"806950552","72141057","2015年05月",""
"806950552","1546797","2015年05月",""
"437476089","98166335","2015年04月",""
"437476089","1510571","2015年04月",""
"1139384832","104857513","2015年08月",""
"1139384832","2304850","2015年08月",""
"390421949","61788946","2015年04月",""
"390421949","1445674","2015年04月",""
"1181888593","1612289","2015年08月",""
"1181888690","103811130","2015年07月",""
"1181888690","1945218","2015年07月",""
"44362155","98839876","2015年07月",""
"44362155","1943651","2015年07月",""
"377707187","104529642","2015年07月",""
"377707187","2116590","2015年07月",""
"424499662","76194640","2015年04月",""
"424499662","191190","2015年04月",""
"25106204","1761220","2015年06月",""
"758698686","1691486","2015年05月",""
"1193559967","76398997","2015年06月",""
"1193559967","1752589","2015年06月",""
"1157311643","43836054","2015年07月",""
"1157311643","1935563","2015年07月",""
"4730891","36708349","2014年01月",""
"4730891","57098","2014年01月",""
"796840506","1361872","2015年03月",""
"807654113","101975321","2015年06月",""
"807654113","1706848","2015年06月",""
"414341582","1004020","2015年01月",""
"381174532","36568396","2013年10月",""
"381174532","27705","2013年10月",""
"759186180","937942","2014年12月",""
"759186180","937943","2014年12月",""
"1134470706","64974646","2015年07月",""
"1134470706","1947240","2015年07月",""
"236471308","98409108","2015年04月",""
"236471308","98409091","2015年04月",""
"236471308","98409099","2015年04月",""
"236471308","98409106","2015年04月",""
"236471308","98409101","2015年04月",""
"236471308","98409103","2015年04月",""
"236471308","98409089","2015年04月",""
"236471308","1408885","2015年04月",""
"236471308","1408866","2015年04月",""
"236471308","1408554","2015年04月",""
"236471308","1408591","2015年04月",""
"236471308","1408569","2015年04月",""
"236471308","1408581","2015年04月",""
"236471308","1408521","2015年04月",""
"171972547","93446224","2015年06月",""
"171972547","1792007","2015年06月",""
"532605188","85294423","2015年07月",""
"532605188","2052223","2015年07月",""
"149434379","99617316","2015年04月",""
"149434379","1415842","2015年04月",""
"601352482","81232974","2014年11月",""
"601352482","656011","2014年11月",""
"1037803962","98313133","2015年07月",""
"1037803962","2068216","2015年07月",""
"878129330","73204074","2015年06月",""
"878129330","1924320","2015年06月",""
"543496228","44549847","2015年07月",""
"543496228","1893573","2015年07月",""
"280243425","96610842","2015年02月",""
"280243425","1180641","2015年02月",""
"128772585","88994954","2015年01月",""
"128772585","1003874","2015年01月",""
"146151266","100343108","2015年05月",""
"146151266","101570795","2015年08月",""
"146151266","2209648","2015年08月",""
"146151266","1669083","2015年05月",""
"868173824","1435630","2015年04月",""
"690015946","1032086","2015年01月","2015-07"
"116553108","82468850","2015年01月",""
"116553108","962506","2015年01月",""
"283812379","1997276","2015年07月",""
"478061021","105331530","2015年08月",""
"478061021","2179589","2015年08月",""
"745990633","41154765","2015年06月",""
"745990633","29057663","2015年06月",""
"745990633","1746319","2015年06月",""
"745990633","1746425","2015年06月",""
"374544226","104540593","2015年07月",""
"374544226","104540595","2015年07月",""
"374544226","2128935","2015年07月",""
"374544226","2125902","2015年07月",""
"1103811332","65017104","2015年07月",""
"1103811332","2022025","2015年07月",""
"694795419","73202613","2014年01月",""
"694795419","73202633","2014年01月",""
"694795419","7123287","2015年08月",""
"694795419","1621154","2015年08月",""
"694795419","67274","2014年01月",""
"694795419","67276","2014年01月",""
"875614197","60149711","2014年11月",""
"875614197","35142","2014年11月",""
"875614197","53946","2014年11月",""
"875614197","30890","2014年11月",""
"474492358","98542826","2015年07月",""
"474492358","2111586","2015年07月",""
"868292348","85474975","2014年12月",""
"868292348","943354","2014年12月",""
"327674213","96643650","2015年04月",""
"327674213","1466070","2015年04月",""
"41609409","90192477","2015年04月",""
"41609409","1499157","2015年04月",""
"1230986623","84976380","2014年12月",""
"1230986623","774664","2014年12月",""
"1081558741","88551770","2014年11月",""
"1081558741","634246","2014年11月",""
"1223092584","98740793","2015年03月",""
"1223092584","1349378","2015年03月",""
"878325120","92090531","2015年07月",""
"878325120","2003401","2015年07月",""
"475874281","105429922","2015年08月",""
"475874281","2249289","2015年08月",""
"695575885","101850819","2015年06月",""
"695575885","101691545","2015年05月",""
"695575885","1660590","2015年05月",""
"695575885","1686694","2015年06月",""
"419597040","85773971","2015年05月",""
"419597040","1604929","2015年05月",""
"1228823574","104586457","2015年07月",""
"1228823574","104586457","2015年07月",""
"1228823574","2081327","2015年07月",""
"213504152","764419","2014年11月",""
"1390763005","88517670","2014年11月",""
"1390763005","629585","2014年11月",""
"253159169","103696540","2015年07月",""
"253159169","1928220","2015年07月",""
"1402410133","79954107","2014年08月",""
"1402410133","90390118","2014年11月",""
"1402410133","99379545","2015年03月",""
"1402410133","1385805","2015年03月",""
"1402410133","291361","2014年08月",""
"1402410133","768810","2014年11月",""
"616032001","79052312","2014年06月",""
"616032001","80688995","2014年06月",""
"616032001","172160","2014年06月",""
"616032001","171122","2014年06月",""
"214910162","647464","2014年11月","2015-07"
"174564522","103906547","2015年07月",""
"174564522","1963123","2015年07月",""
"1006263126","102411020","2015年07月",""
"1006263126","2041113","2015年07月",""
"1352579754","72805656","2014年12月",""
"1352579754","700410598","2014年12月",""
"1352579754","779102","2014年12月",""
"172324428","90189157","2015年01月",""
"172324428","1124237","2015年01月",""
"605898097","104424715","2015年07月",""
"605898097","104424723","2015年07月",""
"605898097","104424720","2015年07月",""
"605898097","102758021","2015年06月",""
"605898097","2135578","2015年07月",""
"605898097","2135598","2015年07月",""
"605898097","2135549","2015年07月",""
"605898097","1820498","2015年06月",""
"243102143","71895454","2015年08月",""
"243102143","75590081","2014年10月",""
"243102143","67586989","2014年06月",""
"243102143","2163143","2015年08月",""
"243102143","173514","2014年06月",""
"243102143","593956","2014年10月",""
"181052683","82305470","2014年09月",""
"181052683","561287","2014年09月",""
"933530937","101678449","2015年07月",""
"933530937","103800891","2015年07月",""
"933530937","103800889","2015年07月",""
"933530937","103800887","2015年07月",""
"933530937","103800885","2015年07月",""
"933530937","2071869","2015年07月",""
"933530937","2071847","2015年07月",""
"933530937","2071825","2015年07月",""
"933530937","2071856","2015年07月",""
"933530937","1998763","2015年07月",""
"200999125","617799","2014年10月","2015-07"
"236590229","872829","2015年01月","2015-07"
"225776789","1445546","2015年04月",""
"1385579730","101588930","2015年07月",""
"1385579730","1968152","2015年07月",""
"950075728","2176811","2015年08月",""
"908258023","98249646","2015年08月",""
"908258023","98253515","2015年06月",""
"908258023","2184244","2015年08月",""
"908258023","1819170","2015年06月",""
"1000246365","71003691","2014年01月",""
"1000246365","44173","2014年01月",""
"1313705211","67234040","2013年10月",""
"1313705211","30700","2013年10月",""
"1014889993","1232140","2015年03月",""
"564628274","81221907","2015年01月",""
"564628274","1141377","2015年01月",""
"605873657","98564512","2015年05月",""
"605873657","1630139","2015年05月",""
"699543470","97697393","2015年03月",""
"699543470","97697393","2015年03月",""
"699543470","1233400","2015年03月",""
"862864621","96600267","2015年08月",""
"862864621","1578631","2015年08月",""
"1265238062","103129073","2015年08月",""
"1265238062","2231215","2015年08月",""
"492931605","78444100","2014年12月",""
"492931605","784549","2014年12月",""
"674377541","87532245","2015年01月",""
"674377541","1141349","2015年01月",""
"57052280","98327232","2015年06月",""
"57052280","1684554","2015年06月",""
"510125658","65974442","2013年11月",""
"510125658","39243","2013年11月",""
"1459815229","692453","2014年11月",""
"235414448","1573510","2015年05月","2015-07"
"1462945153","1960517","2015年07月",""
"636369735","98493192","2015年08月",""
"636369735","2171357","2015年08月",""
"139213638","1792580","2015年06月",""
"1326672274","1860486","2015年06月",""
"97052204","635099","2014年11月",""
"723898208","1721100","2015年06月",""
"723898208","92824804","2015年06月",""
"782356321","2208029","2015年08月",""
"1047343552","857000","2014年12月",""
"130289466","36211","2013年10月",""
"952279646","1480341","2015年04月",""
"952279646","1414557","2015年04月",""
"952279646","2184044","2015年08月",""
"952279646","86279354","2015年04月",""
"60710174","1789539","2015年06月",""
"1261758331","1214313","2015年02月","2015-07"
"1261758331","908205","2014年12月",""
"1261758331","1214316","2015年02月","2015-07"
"1261758331","1214313","2015年02月","2015-07"
"1261758331","908205","2014年12月",""
"1261758331","1214316","2015年02月","2015-07"
"717315455","847230","2014年12月",""
"24414731","1181421","2015年02月",""
"24414731","92913877","2015年02月",""
"546767413","74574827","2015年08月",""
"546767413","2226117","2015年08月",""
"1117883522","198728","2014年06月",""
"1117883522","79942914","2014年06月",""
"1025060972","2110233","2015年07月",""
"16559269","656735","2014年11月",""
"16559269","190793","2014年06月",""
"16559269","85062974","2014年11月",""
"1438052768","579437","2014年10月",""
"1438052768","87889227","2014年10月",""
"557964462","9126","2013年10月",""
"652347872","193096","2014年06月",""
"652347872","79628626","2014年06月",""
"782144500","212947","2014年07月","2015-07"
"782144500","1488334","2015年05月",""
"782144500","95073318","2015年05月",""
"1423162620","4430","2013年10月",""
"1423162620","1083863","2015年01月",""
"1423162620","66085061","2013年10月",""
"1153920049","740276","2014年11月",""
"1153920049","89716220","2014年11月",""
"669598794","541152","2014年10月",""
"669598794","203349","2014年07月",""
"669598794","79571191","2014年07月",""
"669598794","83513359","2014年10月",""
"1185280839","778325","2014年12月",""
"1185280839","73350993","2014年12月",""
"809017790","973941","2015年01月",""
"809017790","81326072","2015年01月",""
"753118171","2322707","2015年08月",""
"753118171","99484172","2015年08月",""
"305022259","195002","2014年06月","2015-07"
"1182259856","1720674","2015年06月",""
"823289782","1208187","2015年06月",""
"823289782","96827274","2015年06月",""
"989746360","1961144","2015年07月",""
"989746360","97741443","2015年07月",""
"510012","1860824","2015年06月",""
"510012","101820395","2015年06月",""
"846695544","1207737","2015年02月",""
"846695544","92558420","2015年02月",""
"1256683154","219575","2014年08月",""
"1256683154","230171","2014年08月",""
"1256683154","73387281","2014年08月",""
"1256683154","65848964","2014年08月",""
"424009478","881679","2014年12月",""
"424009478","92715212","2014年12月",""
"935755687","210382","2014年07月",""
"635062043","1294936","2015年03月",""
"635062043","98100791","2015年03月",""
"696408693","1880095","2015年07月",""
"696408693","103003739","2015年07月",""
"14213099","204027","2014年07月",""
"14213099","60692181","2014年07月",""
"340305896","781466","2014年12月",""
"340305896","1515287","2015年04月",""
"340305896","89078085","2014年12月",""
"358005713","2296790","2015年08月",""
"875808612","1099871","2015年01月",""
"875808612","27355591","2015年01月",""
"371952830","1971957","2015年07月",""
"371952830","93535994","2015年07月",""
"236269284","784555","2014年12月",""
"236269284","87767437","2014年12月",""
"26305253","2334968","2015年08月",""
"26305253","104924559","2015年08月",""
"1146930118","1268779","2015年03月",""
"1146930118","66077602","2015年03月",""
"1445753182","519051","2014年09月",""
"1445753182","222351","2014年07月",""
