EID,Y,EndDate
"537455081",0,""
"919792105",0,""
"219324796",0,""
"1410965884",0,""
"545349252",0,""
"1028628860",0,""
"646291836",0,""
"218142799",0,""
"1403071713",0,""
"1317917471",0,""
"1020734689",0,""
"587244258",0,""
"1024711853",0,""
"1359812477",0,""
"214165635",0,""
"168171389",0,""
"1027979361",0,""
"645642337",0,""
"637748166",0,""
"255411142",0,""
"1447052230",0,""
"891599930",0,""
"134820053",0,""
"1439158059",0,""
"674484011",0,""
"1431263888",0,""
"525051248",0,""
"284252816",0,""
"941389107",0,""
"624694834",0,""
"1331620302",0,""
"242357810",0,""
"522316238",0,""
"904653262",0,""
"234463639",0,""
"147873385",0,""
"530210409",0,""
"661430679",0,""
"217684048",0,""
"1418210556",1,"201703"
"1035873532",0,""
"271199484",1,"201708"
"572105415",0,""
"1336779463",0,""
"237198649",0,""
"145138375",0,""
"611641502",0,""
"229304478",0,""
"1420945566",0,""
"535369570",0,""
"1348465429",0,""
"116869023",0,""
"257573830",0,""
"507100218",0,""
"1066877894",0,""
"889437242",1,"201607"
"514994389",0,""
"1279668437",1,"201607"
"676646699",0,""
"522888560",1,"201706"
"939226419",0,""
"1399425741",0,""
"1329457614",0,""
"137816526",0,""
"1436161586",0,""
"236626327",0,""
"528047721",0,""
"1292721769",0,""
"217618512",0,""
"918278916",0,""
"1300615940",1,"201611"
"1038036220",0,""
"273362172",1,"201607"
"1386372409",0,""
"569942727",0,""
"1004035385",0,""
"1024187566",0,""
"996141214",0,""
"231467166",0,""
"1348268821",0,""
"1023653985",0,""
"505694111",0,""
"1380614534",0,""
"513588282",0,""
"1060389830",0,""
"185469407",0,""
"1052495659",0,""
"670158635",0,""
"911713648",1,"201601"
"279927440",0,""
"621099647",1,"201608"
"1010600653",0,""
"628263629",0,""
"245926605",0,""
"944984294",0,""
"620369458",0,""
"1335945678",0,""
"238032434",0,""
"144304590",0,""
"908978638",0,""
"152198761",0,""
"916872809",0,""
"657105303",1,"201609"
"217815120",0,""
"924766980",0,""
"1413885180",1,"201705"
"615210297",0,""
"149463751",0,""
"930498463",0,""
"1312835487",0,""
"503531423",0,""
"635585478",0,""
"129088570",0,""
"1444889542",0,""
"1062552518",1,"201706"
"282090128",0,""
"621034111",0,""
"1012763341",0,""
"630426317",0,""
"248089293",0,""
"134247731",0,""
"945049830",0,""
"622532146",0,""
"524478926",0,""
"906815950",0,""
"1431836210",0,""
"232300951",0,""
"150036073",0,""
"659267991",0,""
"922604292",0,""
"1304941316",0,""
"1033710844",0,""
"651373820",0,""
"574268103",0,""
"617372985",0,""
"1024318638",0,""
"1346836322",0,""
"227141790",0,""
"1418782878",1,"201704"
"542289009",0,""
"1019328609",1,"201604"
"936986527",1,"201702"
"636991585",0,""
"127682463",0,""
"629097414",0,""
"246760390",0,""
"1438401478",0,""
"1056064454",0,""
"900250682",0,""
"185338335",0,""
"525807829",0,""
"1430507307",0,""
"665833259",0,""
"1422613136",1,"201607"
"533702000",0,""
"916039024",1,"201607"
"106734960",0,""
"621230719",0,""
"950039859",0,""
"1006275277",1,"201607"
"241601229",0,""
"140735795",0,""
"944853222",0,""
"1340271054",1,"201707"
"233707058",1,"201607"
"1303535209",0,""
"546755332",0,""
"929092356",0,""
"1409559804",0,""
"262548732",1,"201607"
"993221945",0,""
"963093191",0,""
"1345430215",0,""
"1024515246",0,""
"1353324386",0,""
"542223473",0,""
"639154273",0,""
"507856799",0,""
"248923078",0,""
"515750970",1,"201603"
"1058227142",0,""
"523645141",0,""
"905982165",0,""
"1288319189",0,""
"1424775824",1,"201608"
"531539312",1,"201607"
"913876336",0,""
"1296213360",0,""
"104572272",0,""
"1330214195",0,""
"626100941",0,""
"243763917",0,""
"138573107",0,""
"146467278",0,""
"911141326",0,""
"1427510834",0,""
"154361449",0,""
"536698473",0,""
"1037279639",0,""
"919035497",0,""
"1301372521",0,""
"217880656",0,""
"1411722492",0,""
"1029385468",0,""
"1377721657",0,""
"995384633",0,""
"613047609",0,""
"151626439",0,""
"1351161698",0,""
"541857634",0,""
"542420081",1,"201607"
"1015003233",0,""
"242435014",0,""
"522239034",0,""
"1051739078",0,""
"904576058",0,""
"147796181",0,""
"530133205",0,""
"912470229",0,""
"1426181931",0,""
"538027376",0,""
"1035950736",1,"201606"
"920364400",0,""
"271276688",0,""
"111060336",1,"201707"
"954365235",0,""
"1384286925",0,""
"145061171",0,""
"1344596430",0,""
"229381682",0,""
"535292366",0,""
"221487511",0,""
"1307860585",0,""
"218077264",0,""
"551080708",0,""
"640560380",1,"201707"
"1349755591",0,""
"216328350",1,"201509"
"1407969438",0,""
"542354545",0,""
"512182175",0,""
"244597702",0,""
"137739322",0,""
"1436238790",0,""
"902413370",0,""
"145633493",0,""
"910307541",0,""
"1292644565",0,""
"535864688",1,"201606"
"1004112589",0,""
"142898483",0,""
"231544370",0,""
"1423185458",0,""
"223650199",0,""
"541023849",1,"201601"
"923360873",0,""
"650617239",0,""
"1305697897",1,"201704"
"548918020",0,""
"931255044",0,""
"582918855",0,""
"965255879",0,""
"608722233",0,""
"1347592903",0,""
"226385209",0,""
"155951815",0,""
"1024580782",0,""
"983165086",0,""
"163845986",0,""
"1410132126",0,""
"542551153",1,"201704"
"1010677857",0,""
"945637279",0,""
"628340833",1,"201512"
"246003809",0,""
"620446662",0,""
"144227386",0,""
"526564410",1,"201602"
"1299132629",0,""
"1413962384",0,""
"232950477",0,""
"1348921806",0,""
"539617742",0,""
"921954766",0,""
"1416697394",0,""
"1026466199",0,""
"929848937",1,"201512"
"1312185961",0,""
"555406084",0,""
"937743108",0,""
"1400909052",0,""
"1018572028",0,""
"1354080967",0,""
"170334050",0,""
"1403644062",0,""
"1347941141",0,""
"630503521",0,""
"248166497",0,""
"516507551",0,""
"1380942214",0,""
"240272326",0,""
"1431913414",0,""
"524401722",1,"201606"
"1049576390",0,""
"149958869",0,""
"1424019243",0,""
"1296969941",0,""
"1041682219",0,""
"659345195",0,""
"540190064",0,""
"651451024",0,""
"269114000",0,""
"113223024",0,""
"956527923",0,""
"999787213",1,"201705"
"1346759118",0,""
"227218994",0,""
"163012201",0,""
"1410965911",0,""
"545349225",0,""
"553243396",0,""
"1403071740",0,""
"1020734716",0,""
"638397692",0,""
"160277191",0,""
"1027979264",0,""
"263305216",0,""
"501368832",0,""
"1380483463",0,""
"637748069",0,""
"126925979",0,""
"1447052133",0,""
"509263003",0,""
"899494198",0,""
"1056820938",0,""
"1431263791",0,""
"525051345",0,""
"1289725393",0,""
"941389204",0,""
"1323726228",0,""
"250251884",0,""
"132085140",0,""
"624694737",0,""
"1331620399",0,""
"242357713",0,""
"234463542",0,""
"1426104630",0,""
"912547530",0,""
"1294884554",0,""
"1418210459",0,""
"1035873435",0,""
"653536411",0,""
"954442536",0,""
"619535576",0,""
"1336779560",0,""
"145138472",0,""
"1348465428",0,""
"1030141952",0,""
"647804928",1,"201704"
"116869120",0,""
"499206144",0,""
"639910757",1,"201606"
"124763291",0,""
"507100315",0,""
"889437339",1,"201606"
"185666014",0,""
"1279668534",0,""
"1051089455",0,""
"939226516",0,""
"1399425644",0,""
"1321563540",0,""
"634751596",1,"201607"
"945180901",0,""
"626857425",0,""
"137816623",0,""
"1436161489",0,""
"236626230",0,""
"918279013",0,""
"273362075",0,""
"1386372312",0,""
"621698264",1,"201607"
"239361240",1,"201602"
"142975784",0,""
"1342511043",0,""
"613804093",0,""
"231467069",0,""
"533206979",0,""
"542157938",0,""
"1348268820",0,""
"1023653888",0,""
"641316864",0,""
"258979840",0,""
"123357184",0,""
"1380614535",0,""
"513588379",0,""
"895925403",0,""
"139145526",0,""
"521482550",0,""
"1294050769",0,""
"621099648",0,""
"1392937580",0,""
"144304687",1,"201606"
"908978735",1,"201606"
"230138166",0,""
"152198858",0,""
"534535882",0,""
"1299209930",0,""
"542430053",0,""
"924767077",1,"201610"
"1413885083",0,""
"266874011",0,""
"958767912",0,""
"615210200",0,""
"149463848",0,""
"157358019",0,""
"539695043",0,""
"930498560",0,""
"261142528",0,""
"503531520",0,""
"253248357",0,""
"1444889445",0,""
"893762715",0,""
"185534942",0,""
"136982838",1,"201706"
"519319862",0,""
"1436995274",0,""
"527214033",0,""
"664427055",0,""
"943551892",0,""
"1012763244",0,""
"248089196",1,"201509"
"1333783087",0,""
"240195025",0,""
"142141999",0,""
"524479023",0,""
"232300854",1,"201608"
"532373194",0,""
"914710218",0,""
"1297047242",0,""
"1304941413",0,""
"1033710747",0,""
"651373723",0,""
"1382046936",0,""
"617372888",0,""
"147301160",0,""
"1024318639",0,""
"227141693",0,""
"1418782781",0,""
"542289010",0,""
"1348137748",1,"201606"
"636991488",0,""
"254654464",0,""
"1380745607",0,""
"517913755",0,""
"185338334",0,""
"143470902",0,""
"525807926",0,""
"908144950",0,""
"1290481974",1,"201606"
"1048170186",0,""
"533702097",0,""
"1040276015",0,""
"621230720",0,""
"1006275180",0,""
"140735892",0,""
"616043985",0,""
"233706961",0,""
"148630063",0,""
"652779830",0,""
"546755429",0,""
"1027222683",1,"201702"
"580756264",0,""
"993221848",1,"201606"
"1024515247",0,""
"1021491200",0,""
"934823936",0,""
"256817152",0,""
"125519872",0,""
"507856896",0,""
"631260005",0,""
"248922981",0,""
"133414043",0,""
"515751067",0,""
"1058227045",0,""
"898088091",1,"201601"
"185403870",1,"201704"
"141308214",0,""
"523645238",1,"201608"
"1432669898",0,""
"1050332874",0,""
"1424775727",1,"201606"
"1296213457",1,"201611"
"277764655",0,""
"621165184",0,""
"1390774892",0,""
"626100844",0,""
"243763820",0,""
"944918757",0,""
"618206673",0,""
"235869649",0,""
"528804399",0,""
"1419616566",0,""
"536698570",0,""
"1037279542",1,"201706"
"1301372618",0,""
"217880657",0,""
"1309266789",0,""
"647048347",1,"201602"
"995384536",0,""
"960930600",0,""
"613047512",0,""
"230710488",0,""
"605153341",0,""
"159520707",0,""
"542420082",0,""
"1348006676",0,""
"632666112",1,"201606"
"1323649024",0,""
"1380876679",0,""
"1434076005",0,""
"904576155",1,"201606"
"185207262",0,""
"147796278",0,""
"661507786",1,"201608"
"1035950639",1,"201608"
"920364497",0,""
"954365332",1,"201612"
"1384286828",1,"201608"
"237275756",0,""
"145061268",0,""
"1344596527",0,""
"535292463",1,"201707"
"917629487",0,""
"1421022673",0,""
"1030791478",0,""
"925523658",0,""
"1307860682",0,""
"218077265",0,""
"933417829",0,""
"1315754853",0,""
"1022897307",1,"201606"
"640560283",0,""
"258223259",0,""
"585081640",0,""
"988896472",0,""
"967418664",0,""
"1349755688",0,""
"1357649859",0,""
"598665277",0,""
"216328253",0,""
"1017165824",0,""
"512182272",0,""
"137739419",0,""
"1436238693",0,""
"902413467",0,""
"185272798",0,""
"145633590",0,""
"910307638",0,""
"535864785",0,""
"918201809",0,""
"655776303",0,""
"621296256",0,""
"1386449516",0,""
"1334539668",1,"201604"
"239438444",0,""
"142898580",0,""
"944787685",0,""
"613881297",1,"201606"
"1342433839",1,"201606"
"231544273",0,""
"1423185361",0,""
"158686922",0,""
"1415291190",0,""
"541023946",0,""
"1032954166",0,""
"1305697994",0,""
"218011729",0,""
"931255141",0,""
"1025059995",0,""
"1373396184",0,""
"582918952",0,""
"1024580783",0,""
"600827965",0,""
"1410132029",1,"201608"
"1347875604",0,""
"1010677760",1,"201606"
"246003712",0,""
"136333312",0,""
"518670336",0,""
"620446565",1,"201606"
"238109541",0,""
"1047413605",0,""
"908901531",1,"201606"
"916795702",0,""
"1421856458",0,""
"1031625263",0,""
"958690708",0,""
"1341027732",0,""
"615287404",0,""
"232950380",0,""
"149386644",0,""
"1348921903",0,""
"157280815",0,""
"539617839",0,""
"217162038",0,""
"1026466102",0,""
"929849034",1,"201606"
"644129078",0,""
"218208337",0,""
"971744040",0,""
"602234072",0,""
"219897048",0,""
"162439976",0,""
"1403643965",0,""
"1347941140",0,""
"1012840448",0,""
"1325811712",0,""
"248166400",0,""
"1380942215",0,""
"142064795",1,"201707"
"532295990",0,""
"1424019146",1,"201608"
"659345098",1,"201702"
"540190161",0,""
"1033787951",1,"201606"
"922527185",0,""
"1304864209",0,""
"269113903",0,""
"956528020",0,""
"227218897",0,""
"155118127",0,""
"537455151",0,""
"919792175",0,""
"219324726",0,""
"163012298",0,""
"545349322",0,""
"1028628790",0,""
"927686346",0,""
"218142801",0,""
"553243493",0,""
"986733784",1,"201512"
"1024711855",0,""
"596502589",0,""
"542026859",1,"201603"
"1027979563",0,""
"645642539",0,""
"119031509",0,""
"501368533",0,""
"1380483456",0,""
"255411344",0,""
"126925680",0,""
"1447052432",0,""
"509262704",0,""
"1064715408",1,"201610"
"185600485",0,""
"134819851",0,""
"1056821237",0,""
"1431264090",0,""
"525051046",0,""
"284253018",0,""
"98084006",1,"201701"
"941388905",0,""
"1397263255",0,""
"1014926231",0,""
"632589207",0,""
"250252183",0,""
"945115372",0,""
"624695036",0,""
"1043767905",0,""
"912547231",0,""
"1294884255",0,""
"217684042",0,""
