"EID","CaseID","CaseDate","CaseAmount"
"814573481","107057440","2015年03月","9400"
"732373939","13972460","2015年06月","142900"
"732373939","14065527","2015年08月","424100"
"732373939","96490517","2015年01月","17500"
"732373939","95429820","2012年09月","7200"
"732373939","72811546","2012年09月","7200"
"732373939","96490507","2015年01月","4400"
"732373939","103946584","2015年01月","9000"
"732373939","97121468","2015年02月","3400"
"732373939","103946651","2015年01月","4500"
"732373939","96490557","2015年01月","30300"
"732373939","103946635","2015年01月","127300"
"732373939","72015760","2013年03月","204900"
"732373939","96490569","2015年01月","23100"
"732373939","96490532","2015年01月","6500"
"732373939","96490504","2015年01月","4100"
"732373939","96490513","2015年01月","17800"
"732373939","96490586","2015年01月","5500"
"732373939","96490498","2015年01月","16400"
"732373939","103946620","2015年01月","4600"
"732373939","103946644","2015年01月","26900"
"732373939","103946647","2015年01月","5500"
"732373939","96490501","2015年01月","31500"
"732373939","103946614","2015年01月","29300"
"732373939","96490510","2015年01月","18000"
"732373939","96490560","2015年01月","15200"
"732373939","96490566","2015年01月","2500"
"732373939","96490222","2015年01月","13500"
"732373939","103946641","2015年01月","3300"
"732373939","96490535","2015年01月","16400"
"732373939","103946623","2015年01月","13200"
"732373939","103946526","2015年01月","13800"
"732373939","96490563","2015年01月","17100"
"732373939","103946654","2015年01月","2900"
"732373939","96490520","2015年01月","48500"
"732373939","96490219","2015年01月","1500"
"732373939","106037576","2015年06月","142900"
"732373939","106181844","2015年08月","424100"
"430491010","98312646","2014年12月","1300"
"430491010","105211532","2015年07月","144300"
"834103216","110098678","2015年07月","8600"
"834103216","106178324","2015年07月","8600"
"834103216","104930921","2015年07月","7100"
"834103216","104930911","2015年07月","8900"
"834103216","104930899","2015年07月","7300"
"834103216","106178397","2015年07月","8400"
"834103216","106179122","2015年08月","6700"
"834103216","106178376","2015年07月","8500"
"834103216","104930908","2015年07月","8500"
"834103216","105288320","2015年08月","6700"
"834103216","104930902","2015年07月","4400"
"834103216","106178333","2015年07月","7300"
"834103216","106178352","2015年07月","4400"
"834103216","106178343","2015年07月","7300"
"834103216","106178416","2015年07月","7100"
"834103216","106178364","2015年07月","7300"
"834103216","106178424","2015年07月","12000"
"834103216","104930924","2015年07月","7300"
"834103216","110098809","2015年08月","6700"
"834103216","110140878","2015年07月","8400"
"834103216","110140855","2015年07月","8500"
"834103216","110098738","2015年07月","8900"
"834103216","106178387","2015年07月","8900"
"834103216","105361528","2015年08月","6700"
"834103216","104930893","2015年07月","8600"
"834103216","104930905","2015年07月","7300"
"834103216","104930917","2015年07月","8600"
"834103216","104930927","2015年07月","12000"
"834103216","104930914","2015年07月","8400"
"834103216","104930896","2015年07月","7300"
"731915190","103061727","2014年07月","4300"
"731915190","103061720","2014年07月","9000"
"731915190","83385952","2014年07月","9000"
"731915190","83385959","2014年07月","4300"
"430556551","72009503","2013年03月","100000"
"834103220","105446668","2015年04月","609900"
"834103220","100013895","2015年04月","120300"
"834103220","101023569","2015年04月","609900"
"317745073","97570472","2015年02月","1199500"
"317745073","106988060","2015年02月","1199500"
"317614001","95053688","2013年04月","17700"
"317614001","70996690","2013年04月","17700"
"85932671","94271629","2014年01月","50000"
"85932671","73929972","2014年01月","50000"
"489086120","78232582","2014年04月","43300"
"85736057","95252352","2014年10月","16400"
"85867129","65543094","2013年01月","56000"
"845447554","96609696","2015年02月","49505000"
"845447554","96611597","2015年02月","22505000"
"845447554","96610616","2015年02月","17070000"
"845447554","100540022","2015年04月","30383700"
"845447554","105437680","2015年04月","30383700"
"459172539","67439397","2013年04月","41200"
"1265872665","84100139","2014年07月","121500"
"506488851","75079064","2013年05月","2535400"
"1059529559","86551446","2014年04月","15400"
"703757950","106027997","2015年06月","13000"
"703757950","104527358","2015年07月","31200"
"703757950","106384132","2015年07月","19800"
"703757950","104527356","2015年07月","39000"
"703757950","106027889","2015年06月","13000"
"703757950","106383747","2015年06月","13000"
"703757950","103799976","2015年06月","12500"
"703757950","103800040","2015年06月","13000"
"703757950","107556044","2015年08月","3908200"
"703757950","106384110","2015年07月","13000"
"703757950","106383749","2015年06月","15600"
"703757950","104526839","2015年07月","19800"
"459500217","73156538","2013年01月","24000"
"1378487525","108240163","2015年06月","216300"
"1378487525","108240162","2015年06月","385200"
"1378487525","106026283","2015年06月","385200"
"1378487525","106026289","2015年06月","95400"
"1378487525","106486419","2015年08月","408500"
"1378487525","105207567","2015年07月","1313500"
"1378487525","113223719","2015年06月","216300"
"1378487525","106045718","2015年06月","216300"
"543499096","113272126","2014年12月","37700"
"1379011813","113139686","2014年12月","54000"
"946718075","14047551","2015年03月","1107100"
"946718075","102942212","2015年03月","1107100"
"946718075","75442706","2014年01月","4500"
"946718075","94219708","2013年09月","4477800"
"946718075","67443233","2013年08月","9800"
"946718075","101552779","2015年05月","1206600"
"946718075","69885953","2013年11月","202500"
"946718075","72138761","2013年12月","51300"
"975727298","101678305","2015年03月","3000"
"975727298","106991132","2015年05月","3000"
"975727298","101573554","2015年05月","3000"
"543761227","105900153","2015年04月","202500"
"543761227","105900150","2015年04月","184000"
"543761227","106989950","2015年04月","184000"
"543761227","113216240","2015年02月","79000"
"543761227","101673531","2014年12月","616400"
"543761227","89904457","2014年11月","453400"
"543761227","106989953","2015年04月","202500"
"543761227","101013677","2015年04月","184000"
"543761227","101013679","2015年04月","202500"
"543564619","73401424","2013年11月","13700"
"543564619","75399337","2014年03月","6316300"
"1369401270","106035233","2015年06月","48300"
"1369401270","112756994","2015年06月","160400"
"1369401270","106035169","2015年06月","160400"
"1369401270","112757068","2015年06月","48300"
"1359351016","13910921","2015年07月","6669800"
"1359351016","105215186","2015年07月","6669800"
"1359351016","104889737","2015年03月","6669800"
"1359351016","113189767","2015年07月","6669800"
"956132034","77659976","2012年11月","1"
"956132034","95147482","2014年12月","0"
"956132034","99649828","2015年03月","0"
"1003317273","78045523","2013年11月","24300"
"1003317273","92391183","2013年11月","24300"
"562570059","101026503","2015年04月","10800"
"562570059","105751843","2015年04月","10800"
"633444334","78041754","2013年05月","16804900"
"633444334","93793444","2013年05月","16804900"
"633247726","78043951","2013年07月","30500"
"126267158","104930256","2015年07月","600"
"126267158","110123627","2015年07月","600"
"276820750","78197744","2014年04月","51800"
"259811250","104930825","2015年07月","27200"
"259811250","106375984","2015年07月","27200"
"903250308","87662285","2014年08月","6000"
"903250308","98956918","2014年08月","6000"
"662637025","76480989","2013年10月","14400"
"662637025","76480986","2013年10月","22600"
"143866496","106163626","2015年06月","20000"
"143538810","71818754","2013年04月","30200"
"143342213","86514115","2014年05月","1900"
"143342213","81260448","2014年05月","1900"
"143342213","81260432","2014年05月","1900"
"143342213","81260436","2014年05月","1900"
"143342213","81260434","2014年05月","1900"
"143342213","81260430","2014年05月","2900"
"143342213","103046892","2014年05月","1900"
"143342213","81260454","2014年05月","1900"
"143342213","86514154","2014年05月","1900"
"143342213","103046904","2014年05月","1900"
"143342213","72000671","2013年07月","2300"
"143342213","103123969","2014年05月","2900"
"143342213","103046935","2014年05月","1900"
"143342213","72000673","2013年07月","2300"
"143342213","103046933","2014年05月","1900"
"143342213","86514170","2014年05月","1900"
"143342213","103046666","2014年05月","1900"
"143342213","103123977","2014年05月","1900"
"143342213","86514135","2014年05月","1900"
"143342213","103046938","2014年05月","1900"
"143342213","86514142","2014年05月","1900"
"143342213","103046894","2014年05月","1900"
"143342213","86514159","2014年05月","1900"
"143342213","103046897","2014年05月","1900"
"143342213","103046669","2014年05月","1900"
"143342213","103046704","2014年05月","1900"
"143342213","103046890","2014年05月","1900"
"143342213","86514156","2014年05月","1900"
"143342213","81260452","2014年05月","1900"
"143342213","86514131","2014年05月","1900"
"143342213","81260450","2014年05月","1900"
"143342213","86514126","2014年05月","1900"
"143342213","86514140","2014年05月","1900"
"143342213","86514129","2014年05月","1900"
"663226840","110143291","2015年06月","11500"
"663226840","110143297","2015年06月","8900"
"663226840","110143346","2015年06月","10400"
"663226840","110099561","2015年06月","9700"
"663226840","110099559","2015年06月","8700"
"663226840","110153304","2015年06月","9400"
"663226840","110153288","2015年06月","9800"
"663226840","110099547","2015年06月","9800"
"663226840","110143358","2015年06月","9700"
"663226840","110143326","2015年06月","9700"
"663226840","105994185","2015年06月","8700"
"663226840","105994202","2015年06月","9700"
"663226840","109547901","2015年08月","9800"
"663226840","105994160","2015年06月","9700"
"663226840","105994100","2015年06月","8900"
"663226840","105994136","2015年06月","9800"
"663226840","105994221","2015年06月","10400"
"663226840","105994148","2015年06月","9400"
"663226840","105994114","2015年06月","9800"
"663226840","105994399","2015年06月","9700"
"663226840","105631252","2015年08月","9800"
"143932038","92115163","2014年10月","10000"
"143932038","104802026","2015年07月","24400"
"143932038","104802045","2015年07月","13300"
"143932038","104802034","2015年07月","26500"
"143932038","104500305","2015年07月","26500"
"143932038","104500300","2015年07月","24400"
"143932038","104802058","2015年07月","17900"
"143932038","110154658","2015年07月","3600"
"143932038","104500302","2015年07月","14100"
"143932038","104500309","2015年07月","3600"
"143932038","110154648","2015年07月","14100"
"143932038","104500318","2015年07月","17900"
"143932038","110151520","2015年07月","17900"
"143932038","104802030","2015年07月","14100"
"143932038","104500312","2015年07月","13300"
"143932038","104802037","2015年07月","3600"
"118212266","98366372","2013年12月","3700"
"118212266","92111700","2013年12月","3700"
"118212266","98324274","2014年11月","9000"
"118212266","76561999","2013年12月","3700"
"1327672628","77839227","2013年10月","60900"
"1327672628","81381655","2013年10月","60900"
"238018091","65536579","2013年09月","9500"
"238018091","65536677","2013年09月","13800"
"118015661","106733193","2015年08月","132300"
"924453643","88371739","2014年10月","343600"
"238214700","61751568","2013年05月","2062700"
"641695845","67124488","2013年10月","3000000"
"641695845","86664795","2013年10月","3000000"
"641695845","92086871","2014年09月","230000"
"641695845","87379881","2014年09月","230000"
"924781311","108229224","2015年08月","3356600"
"924781311","105287332","2015年08月","3356600"
"1310597590","93646920","2013年12月","0"
"1310597590","93647498","2013年12月","10200"
"1310597590","93647422","2013年12月","0"
"255420816","73163345","2013年04月","2300"
"907050918","106994385","2015年07月","83000"
"907050918","105905461","2015年07月","83000"
"1310859731","106383499","2015年06月","425500"
"1310859731","113223740","2015年06月","425500"
"255420818","67442185","2013年07月","18700"
"1150600873","92587419","2014年12月","800"
"368691046","96334058","2015年01月","44900"
"1197917186","13998113","2013年12月","1100"
"1197917186","74992667","2013年12月","1100"
"794567114","76294904","2012年09月","37000"
"794567114","75079972","2013年01月","0"
"771647899","65538114","2013年09月","36100"
"771647899","69351023","2013年10月","188000"
"771647899","69351030","2013年10月","36100"
"415614147","73164064","2013年05月","6500"
"415614147","82308541","2014年03月","1072200"
"415614147","73289140","2013年11月","5500"
"415614147","96764149","2015年01月","29900"
"752249235","103128589","2015年06月","4600"
"349226855","73359081","2013年11月","83700"
"1217184773","96769069","2015年01月","14500"
"396018871","93373481","2014年08月","183800"
"396018871","85010496","2014年08月","183800"
"752380303","77506064","2013年02月","11900"
"752380303","108808110","2015年06月","207400"
"813834709","86549278","2014年07月","33400"
"813834709","100197507","2014年12月","33400"
"813834709","77122590","2013年05月","33200"
"410288037","85144250","2014年04月","27200"
"349226850","77891260","2013年12月","100000"
"349226850","85153240","2013年12月","100000"
"410353572","93263681","2013年05月","12200"
"410353572","93262292","2013年05月","43900"
"410419108","72116179","2013年12月","990000"
"752249243","78432465","2014年04月","493200"
"752249243","105311884","2014年04月","493200"
"410550171","105567763","2015年01月","34300"
"410550171","99321916","2015年01月","34300"
"349095789","74797784","2013年10月","27000"
"349095789","74797781","2013年10月","31700"
"349095789","93373896","2014年10月","57900"
"1268738452","105032103","2015年07月","101700"
"1268738452","106599871","2015年07月","38000"
"297738704","98946602","2014年09月","31200"
"865388391","77828621","2014年04月","18000"
"865388391","102337020","2015年03月","472000"
"865388391","67268955","2013年10月","36000"
"865388391","86642765","2014年09月","375400"
"865388391","68183705","2013年11月","36000"
"912377017","110484869","2015年08月","26600"
"912377017","85262545","2014年07月","18000"
"912377017","106246990","2015年08月","26600"
"912377017","92875561","2014年07月","18000"
"912377017","92877958","2014年07月","21200"
"912377017","92875557","2014年07月","18000"
"912377017","85262542","2014年07月","18000"
"912377017","85264352","2014年07月","21200"
"865650530","94522766","2013年10月","0"
"865650530","72135001","2013年10月","0"
"865650530","113066611","2013年10月","0"
"297214420","109548634","2015年03月","60100"
"297214420","107755271","2015年04月","270000"
"297214420","98458897","2015年03月","60100"
"297214420","100551261","2015年04月","270000"
"1459948287","85038129","2014年05月","44000"
"635976514","107893386","2015年07月","5161600"
"683358366","103352542","2015年06月","33994800"
"479178905","93917082","2014年12月","78400"
"636304198","79998178","2014年05月","0"
"636304198","60837280","2012年12月","1000000"
"636304198","60866564","2013年01月","30800"
"279877221","72037051","2013年01月","1881000"
"279877221","76368285","2013年03月","1881000"
"995864730","81228956","2013年12月","3000"
"995864730","77754046","2013年12月","3000"
"995864730","94644625","2013年12月","3000"
"995864730","94630851","2014年12月","26500"
"995995804","42979920","2012年10月","200000"
"1330127316","113232217","2014年11月","18800"
"1379357381","120526732","2015年01月","9361400"
"976400537","101018526","2015年04月","120500"
"976400537","96407178","2014年12月","123400"
"186333341","101675700","2015年01月","19000"
"146470144","71989656","2013年04月","1795000"
"953170271","75693044","2014年03月","122300"
"1326410133","78233110","2014年04月","14900"
"642630655","75037218","2014年01月","123800"
"642630655","107749192","2015年07月","59100"
"239149519","108861594","2015年08月","56000"
"163676249","73163770","2013年04月","9000"
"163676249","77654204","2012年10月","600"
"163676249","98531689","2015年01月","3600"
"163676249","103836633","2014年12月","106100"
"163676249","98551949","2014年12月","490100"
"163676249","73851907","2014年01月","36400"
"239215062","106724685","2015年08月","174200"
"923322211","78126900","2014年03月","25800"
"595576491","105177369","2015年03月","837100"
"239149523","106044173","2015年06月","110400"
"239149523","110119112","2015年05月","40600"
"239149523","110121396","2015年06月","110400"
"239149523","101830472","2015年05月","40600"
"1326868882","101827084","2015年05月","14900"
"500336729","106738054","2015年08月","74800"
"1307102391","98484687","2014年09月","55800"
"1307102391","92888891","2014年09月","55800"
"500140122","14041855","2015年05月","3406100"
"500140122","101227228","2015年05月","3406100"
"306363395","87788608","2014年07月","5821000"
"500074581","64021586","2013年03月","191300"
"1306774707","74971368","2013年03月","67100"
"241709898","72827981","2012年12月","500"
"241709898","95439848","2012年12月","500"
"1048213416","102027300","2014年08月","33800"
"1048213416","102027298","2014年08月","27300"
"1048213416","102027296","2014年08月","32500"
"1048213416","94313669","2014年09月","33800"
"1048213416","100106038","2015年04月","54000"
"1048213416","87640726","2014年08月","33800"
"1048213416","94313675","2014年09月","32500"
"1048213416","87604638","2014年09月","27300"
"1048213416","87604640","2014年09月","32500"
"1048213416","87640724","2014年08月","27300"
"1048213416","94313677","2014年09月","12900"
"1048213416","87640722","2014年08月","32500"
"1048213416","94313672","2014年09月","27300"
"1048213416","94313680","2014年09月","37100"
"1048213416","87604646","2014年09月","37100"
"1048213416","87640720","2014年08月","12900"
"1048213416","87604643","2014年09月","12900"
"1048213416","87640718","2014年08月","37100"
"1048213416","87604634","2014年09月","33800"
"1323980828","101821250","2015年05月","26800"
"114061711","105420701","2015年04月","10500"
"114061711","101007651","2015年04月","10500"
"1324046364","106388750","2015年04月","6793400"
"1324046364","77814941","2014年04月","13272100"
"1324046364","61914150","2013年05月","12438700"
"1324046364","99317153","2015年01月","1"
"1324046364","100540094","2015年04月","6793400"
"1324177437","106748847","2015年08月","34143600"
"1324177437","98329958","2015年02月","12999500"
"1324177437","113063748","2015年08月","37987800"
"1324177437","95192725","2015年01月","51121400"
"1324177437","101824967","2015年05月","20953300"
"1324177437","104590585","2015年01月","22568300"
"1324177437","106620073","2015年07月","0"
"1324177437","106620064","2015年07月","0"
"1324177437","113058534","2015年05月","20953300"
"1324177437","105842353","2015年05月","20953300"
"1324177437","104537284","2015年07月","0"
"1324177437","104537291","2015年07月","0"
"1324177437","106748840","2015年08月","35197500"
"1324177437","106620083","2015年07月","0"
"1324177437","105702722","2015年08月","37987800"
"1324177437","104537288","2015年07月","0"
"1324177437","99228842","2015年03月","6300000"
"1324177437","95192366","2015年01月","37561000"
"1324177437","95191672","2015年01月","16576000"
"288764066","77839271","2013年10月","5000"
"288764066","81381791","2013年10月","5000"
"288764066","106307134","2015年07月","900"
"288764066","104523692","2015年07月","900"
"288764066","109550213","2015年07月","900"
"288764066","87787732","2014年08月","13000"
"289157273","81235912","2014年04月","2000"
"289157273","72001402","2013年10月","7900"
"935336407","87760440","2014年04月","120000"
"1033966523","103477795","2015年06月","22400"
"1033966523","111675576","2015年06月","14600"
"1033966523","111675586","2015年06月","24700"
"1033966523","72235426","2013年10月","40100"
"630288790","69348535","2013年05月","3400"
"630288790","113309361","2015年01月","262200"
"630288790","90379339","2014年03月","20000"
"630288790","69370662","2013年08月","13900"
"255052984","14060242","2015年05月","138200"
"255052984","104865137","2015年05月","138200"
"255052984","101017867","2015年05月","138200"
"1358216199","110670813","2015年05月","289600"
"1358216199","105689932","2015年02月","861200"
"1358216199","100543591","2015年04月","210900"
"1358216199","105429467","2015年04月","272700"
"1358216199","91578601","2014年09月","96900"
"1358216199","106386008","2015年04月","17700"
"1358216199","104157369","2015年01月","31000"
"1358216199","101017113","2015年04月","103500"
"1358216199","105689923","2015年01月","31000"
"1358216199","101017823","2015年04月","17700"
"1358216199","106385813","2015年04月","103500"
"1358216199","106385003","2015年01月","2600"
"1358216199","70865872","2013年10月","821100"
"1358216199","105689948","2015年03月","111300"
"1358216199","92266330","2014年09月","131400"
"1358216199","104865065","2015年04月","17700"
"1358216199","113057678","2015年04月","210900"
"1358216199","105690157","2015年06月","210900"
"1358216199","101015875","2015年04月","272700"
"1358216199","101552769","2015年05月","289600"
"1358216199","86570819","2014年09月","864600"
"1358216199","86551609","2014年04月","861200"
"1358412797","44494355","2012年10月","1300"
"1014502342","102276396","2015年06月","15400"
"1014502342","99544506","2015年03月","15400"
"724356961","75711972","2014年03月","32300"
"724356961","80368177","2014年06月","66000"
"724356961","75711842","2014年03月","11600"
"35157925","13830387","2014年09月","1390400"
"35157925","90162961","2014年09月","1390400"
"777204552","13941693","2014年07月","7592500"
"777204552","104892279","2014年07月","7592500"
"741497543","72386091","2013年07月","1"
"741497543","72386191","2013年06月","1"
"824324261","87778284","2014年08月","1"
"824324261","93923549","2014年08月","0"
"788879385","108798751","2015年04月","48500"
"788879385","108830438","2015年04月","52300"
"788879385","101026791","2015年04月","36600"
"788879385","93328417","2014年07月","778400"
"788879385","105752215","2015年04月","53000"
"788879385","105752233","2015年04月","36600"
"788879385","105752224","2015年04月","53000"
"788879385","101026764","2015年04月","52800"
"788879385","101026800","2015年04月","53000"
"788879385","105752248","2015年04月","52200"
"788879385","101026782","2015年04月","48500"
"788879385","101026818","2015年04月","36700"
"788879385","101026809","2015年04月","52200"
"788879385","101026773","2015年04月","53000"
"788879385","101026827","2015年04月","52300"
"788879385","93328410","2014年07月","5052300"
"788879385","76879609","2013年07月","5640700"
"777139010","81181686","2014年05月","18900"
"261043016","87452366","2014年07月","73300"
"1304647703","63828189","2013年08月","525100"
"498209721","109846064","2015年05月","10000"
"498209721","109846061","2015年05月","3000"
"498275257","95216852","2014年10月","2316100"
"1305106455","44333432","2012年10月","69300"
"498144186","95229325","2014年10月","17200"
"498144186","95224792","2014年10月","14800"
"498144186","95229244","2014年10月","6100"
"498144186","94779434","2014年10月","1"
"498340806","84978889","2014年06月","24600"
"498340806","101821241","2015年05月","45000"
